ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
487	1937	THERE	namíjiita	there; there;  a little below;  distal locative demonstrative where the location of demonstrative reference is below the origo (generally;  the speaker) but less far below the speaker than would be expected by virtue of some salient overall spatial frame of reference;  a little downriver;  distal locative demonstrative where the location of demonstrative reference is downriver of the origo (generally;  the speaker) but less far downriver of the origo than would be expected by virtue of some salient overall spatial frame of reference	there	there-14
488	1937	THERE	namíjiita	there; there;  a little below;  distal locative demonstrative where the location of demonstrative reference is below the origo (generally;  the speaker) but less far below the speaker than would be expected by virtue of some salient overall spatial frame of reference;  a little downriver;  distal locative demonstrative where the location of demonstrative reference is downriver of the origo (generally;  the speaker) but less far downriver of the origo than would be expected by virtue of some salient overall spatial frame of reference	there	there-15
489	1937	THERE	tii	there;  medial spatial locative adverb;  used to indicate locations more distant from the speaker than those indexed by <[iiti](iiti)> ‘here’;  but not as distant as those indexed by <[tíira](LX003317)> ‘there’	there	there-16
490	1937	THERE	tíira	there;  distal locative demonstrative	there	there-17
491	1937	THERE	tiírakuma	there;  typically a motion;  is realized; along the way;  along that path;  this speaker-distal spatial adverb indicates a path along which some activity;  going away from the deictic center;  indicates that the eventuality denoted by the clause was realized repeatedly by the subject while moving in a trajectory away from deictic center	there	there-18
492	1937	THERE	nami	there downriver; down there;  inside there; in there	in there	inthere-1
493	817	THEY	anaawaaka	they;  them;  focused form of the third person plural pronoun <[naawaaka](naawaaka)>;  used for information-structurally prominent functions such as topic and focus	they	they-1
494	817	THEY	anuu	 her;  they;  them; he;  she;  it;  him;  focused form of the third person general number pronoun <[nuu](nuu)>	 they	they-2
495	817	THEY	na=	they;  them; their;  third person plural possessive pronoun;  third person plural pronoun	they	they-3
496	817	THEY	naa	they;  them;  this is the information-structurally neutral counterpart of <[naawaaka](naawaaka)> and <[anaawaaka](anaawaaka)>;  it appears principally in verbal object and postpositional complement functions	they	they-4
497	817	THEY	naawaaka	they;  them;  this alternant of the third person plural pronoun appears both in standard argument positions and in topic and focus positions;  unlike the <[naa](naa)> alternant;  which only appears in argument position	they	they-5
498	817	THEY	nu=	 his; her;  they; he;  she;  it;  third person general number pronoun;  its;  third person general number possessive pronoun	 they	they-6
499	1244	THICK	muúturuna	 e g ;  e g ;  e g ;  e g ;  fabric; thick;  tough;  or stiff;  speaking of relatively flexible materials such as leaves;  ‘macambo’ leaves;  denim or canvas;  or heavily callused skin; hard-shelled;  speaking of entities as varied as animals;  turtles and armadillos;  certain insect-species with hard exoskeletons;  and hard-shelled fruits;  unripe <[ipɨɨti](LX000931)> (‘ungurahui’) fruits	thick	thick-1
500	1244	THICK	pakana	 such as manioc beer; thick;  speaking of viscous or somewhat pasty liquids;  gruel;  or ‘chapo’ (mashed plantain drink)	thick	thick-2
501	1244	THICK	yaasina	thick;  speaking of relatively planar objects;  like planks and pieces of fabric	thick	thick-3
502	1244	THICK	yaasiita	 e g ; thick;  often accompanies mensural gestures of thickness;  of a plank	thick	thick-4
503	2308	THIN	anakújumɨ	‘bijao’;  general term for a large number of species of plants from the genuses Calathea and Heliconia;  all of which share the property of having glossy leaves that are;  at the same time;  thin;  flexible;  and durable;  shaped roughly like banana leaves;  the leaves reach 50-100cm in length;  depending on the species  These leaves are prized for wrapping foodstuffs for transport or cooking;  especially in the preparation of <[ijiika](ijiika)> (‘patarashca’)	 thin	thin-1
504	2308	THIN	kɨɨ́naana	thin;  speaking of something relatively flat;  like a plank;  a piece of cloth;  or the side of a canoe	thin	thin-2
505	2308	THIN	kiísana	thin;  slender;  or skinny;  generally said of humans or animals when they have lost weight;  but also applicable to fruits;  such as <[támuu](LX003232)> (‘guaba’);  when they are not as thick and plump as could be  This term is not applicable to inanimate entities that do not grow or do not change size on their own	thin	thin-3
506	2308	THIN	niíkitina	thin; bony;  speaking of flesh that contains numerous;  often small;  bones;  typically said of fish;  speaking of a person or animal;  to the point that their bones;  especially their ribs;  are plainly visible	thin	thin-4
507	2271	THINK	saminiijúuni	 e g ;  e g ;  damage; inspect;  check over;  or look over carefully for signs of ill health;  injury;  or otherwise problematic attributes;  looking over a canoe to make sure that it does not have leaks;  checking over a set of purchases to make sure that one has received everything one has asked for; think;  have a thought; be preoccupied with;  be concerned about;  worry about;  or think about something in a preoccupied manner;  think about a deceased person;  remembering their personality qualities;  or the things they did;  think about a loved one who is far away;  wondering if they are well;  or what they might be doing;  or think about a job one is carrying out;  worrying about the obstacles one might have to overcome;  or how long it may take; imitate;  mimic the behavior or vocalizations of an animal or person;  the calls of animals are often imitated while hunting;  in order to draw animals closer to the hunter; thought or idea	think	think-1
508	1214	THIS				
509	1215	THOU				
510	492	THREE	sɨɨ́saramaajɨtáami	 e g ;  speaking of inanimate entities; three;  plants or manufactured objects	three	three-1
511	1456	THROW	simaajuutáani	 hurt;  or dislodge the target; throw;  at a target;  generally in order to harm	throw	throw-1
512	1917	TIE	tiníini	 e g ; perform a rite with <[sakújaaja](LX002746)> (‘piripiri’) to make manioc plants produce large tubers  In this rite;  the <asúraaja tiniáana>;  the woman in charge of the ritual;  pours a liquid infused with <[sakújaaja](LX002746)> over the manioc cuttings prior to planting them  To prepare this liquid;  she first grates a large number of <[sakújaaja](LX002746)> roots;  and mixes the fluid she squeezes from the pulp with water and <[ikaja](ikaja)> (‘cocona’) juice; tie or secure a rope to an entity;  to a canoe so that it can be hauled; thatch a roof by tying <[iitaari](iitaari)> (‘crisnejas’ or leaf panels) to a roof frame; hang up hammock;  tying its ends to suitable supports	tie or secure a rope to an entity	tieorsecurearopetoanentity-1
513	1205	TONGUE	nɨɨti	tongue	tongue	tongue-1
514	1380	TOOTH	iika	 e g ; tooth or fang; beak; proboscis of biting insects such as mosquitos and horseflies; sharp point or edge of a piercing or cutting tool;  the tip of a spear;  or the edge of a knife or machete	tooth or fang	toothorfang-1
515	1380	TOOTH	nunáani sisa	 sharp;  a long; species of ‘cashorro’-type fish that reaches some 30cm in length;  and lives in rivers;  being found mainly in back-eddies and other still waters  Like the <[sisa](sisa)> proper;  which principally lives in oxbow lakes;  it has a slender;  tubular body;  pointed snout;  and large;  teeth	 teeth	teeth-1
516	906	TREE	akájinakuúraji	 e g ; waist;  typically of a person; the middle of an entity that is roughly cylindical in shape;  a tree or a tube;  speaking of the entire diameter of the entity at approximately the midpoint between its two extrema	 a tree or a tube	atreeoratube-1
517	906	TREE	aniija	root of plant or tree	root of plant or tree	rootofplantortree-1
518	906	TREE	anija	tree stump; root (plant;  tree)	 tree)	tree-1
519	906	TREE	náana	tree;  this term applies to woody plants (hence;  not palms) whose stalk exceeds about 2cm in diameter;  and reaches a height of about 2m or greater	tree	tree-2
520	906	TREE	imáani	 e g ;  e g ;  e g ; be lying or sitting down on a surface;  speaking of inanimate objects;  with no restriction on their physical structure or their orientation;  but positioned so that they are in their most stable position;  in the case of a paddle;  lying flat on a surface;  rather than standing leaned up against a wall; get caught on a fish hook or in a trap;  regardless of whether the trap mechanism is lasso-like;  like a <[sawúuna](LX002831)>;  or a crushing one;  like a <[taníiku](LX003245)>; fall over;  fall to the ground from an upright position;  a tree or a person;  be they standing still or in motion;  walking; eat soft foods such as honey;  manioc beer mash (<[sakɨ́ɨka](LX002740)>);  and certain fruits;  such as ‘aguaje’ (<[nɨsikati](LX002330)>);  uvilla (<[sawiti](sawiti)>);  and ripe plantains (<samúkwaati aákusana>);  which do not require significant chewing; swallow solid or liquid; finish off food or drink; beat someone in a game;  argument;  competition or fight; care for eggs;  sitting directly on them;  in the case of many bird species;  or guarding them;  as in the case of many fish species; have a malady to the degree that the sufferer is severely affected;  speaking of growths like tumors (<[pisaki](pisaki)>);  skin pustules (<[rapɨɨja](LX002596)>);  or fungal infections (<[iíwaaka](LX000756)>);  as well as illnesses such as influenza or malaria	 a tree or a person	atreeoraperson-1
521	906	TREE	imɨ́ɨni	 e g ;  e g ;  e g ;  however; make fall over;  speaking either of inanimate objects;  a tree;  which one makes fall by felling it;  or animate entities such as people;  by tripping them; strain with seive or strainer;  to remove fibers and pulp from diluted manioc mash when making manioc beer; ‘madre’ or ‘mother’;  a being closely associated with a plant;  or less commonly;  some other entity;  such as a geographical feature like a body of water;  This being is typically understood as caring for entity with which it is associated;  with the most common instance of this kind of relationship being a symbiotic one between insects and plants;  as in the case of <[tamɨ́ɨna imɨ́ɨni](LX003226)>;  the ant species that lives in the trunk of the <[tamɨ́ɨna](LX003224)> tree;  attacking anything that comes into contact with it;  the relationship can;  also be a harmful one to the plant;  as in the case of <náana imɨ́ɨni>;  a weevil that bores holes in the trees in which it is found	 a tree	atree-1
522	906	TREE	kukúuni	 e g ;  a tree; break into pieces;  speaking of something relatively brittle;  such as a clay vessel or mirror; walk into;  collide with;  or bump against while in motion;  with enough force to cause injury;  while walking through the forest	 a tree	atree-2
523	906	TREE	jikutíini	 e g ; place a forked or Y-shaped support under something to prevent it from leaning or falling over; make a forked or Y-shaped object;  typically by cutting a suitably shaped segment of branch from a plant or tree; straddle an object;  standing over it;  a fallen tree trunk	 typically by cutting a suitably shaped segment of branch from a plant or tree	typicallybycuttingasuitablyshapedsegmentofbranchfromaplantortree-1
524	906	TREE	juwɨ́ɨni	 e g ; go down or come down;  move from a higher location to a lower one;  by climbing down a ladder or tree;  walking down steps or a hillside;  or by jumping or flying to lower position; embark in or get into a canoe or similar vessel	 by climbing down a ladder or tree	byclimbingdownaladderortree-1
525	906	TREE	murɨtɨ́ɨni	 e g ; fall over;  speaking of something standing in or inserted into the ground;  a tree or a house post	 a tree or a house post	atreeorahousepost-1
526	906	TREE	naaka	tree (plural)	tree (plural)	treeplural-1
527	906	TREE	niíyamɨɨka	short; low;  not far from the ground;  speaking e g ;  of an elevated floor of a house;  or the branches of a tree;  speaking of the height of something that stands vertically such as a person or tree	 speaking of the height of something that stands vertically such as a person or tree	speakingoftheheightofsomethingthatstandsverticallysuchasapersonortree-1
528	906	TREE	takɨtɨtɨ́ɨni	 e g ;  e g ;  said; go in a circle;  of a person who walks in a full circle around a house or tree;  a vulture that soars in circles on a an updraft;  but especially saliently;  for a group of individuals to form of a ring that rotates around its center;  during traditional celebrations;  when people would form a ring and sing as they went in a circle	 of a person who walks in a full circle around a house or tree	ofapersonwhowalksinafullcirclearoundahouseortree-1
529	906	TREE	takuúkujina	 e g ; height;  of a person or a tree	 of a person or a tree	ofapersonoratree-1
530	1444	TURN AROUND	takatáani	 e g ;  e g ; turn around;  turn over;  flip over;  alter the orientation of something by approximately 180 degrees along any major axis;  turn around a table;  or turn over a plate;  but not with multiple revolutions; turn inside out;  a shirt	turn around	turnaround-1
531	1444	TURN AROUND	takɨtɨ́ɨni	 e g;  e g ; ‘madre de la yuca’;  caterpillar species;  said; turn around;  turn over;  turn over; turn inside out;  or flip over;  change from facing one direction to facing another direction by approximately 180 degrees;  along any axis;  turn when standing from facing one direction to another;  going from lying prone to supine;  or capsize;  as in the case of a canoe;  of a garment	turn around	turnaround-2
532	1498	TWO	jírisi	‘flecha’ or small fishing spear;  whose shaft is made from <[miyajáana](LX001995)>(‘isana’) and typically bears a barbed tip of one;  two;  or three points made from cold-hammered nails;  despite its name in local Spanish (‘arrow’);  it is neither fletched nor fired from a bow	 two	two-1
533	1498	TWO	kuumi	 i e ; two;  in the case of inanimate referents;  things that are not living beings capable of independent motion	two	two-2
534	1498	TWO	kuupɨ	 i e ; two;  in the case of animate referents;  living beings capable of independent motion	two	two-3
535	1278	VOMIT	ikiníini	vomit; spurt;  for liquid to shoot from an aperture under pressure	vomit	vomit-1
536	1278	VOMIT	ikiníyaaka	vomit	vomit	vomit-2
537	1278	VOMIT	ikíniyɨ	vomit	vomit	vomit-3
538	1443	WALK	aamɨ́yaakitáani	 e g ; walk or pace back and forth in a space;  in a house	walk or pace back and forth in a space	walkorpacebackandforthinaspace-1
539	1443	WALK	iikúuni	walk	walk	walk-1
540	1443	WALK	imatáani	 e g ;  e g ;  e g ;  say;  i e ;  walk;  prototypically; lie prostrate;  be prostrate;  be so weakened or debilitated;  typically by illness that one lies unable to rise;  or do much of anything; be lying or sitting on a surface;  speaking of composite object;  an object with multiple parts;  an axe (axe blade and handle);  shotgun;  or baseball cap (bill and cap proper);  so that the object is in its most stable position;  in the case of an axe;  that it be lying horizontally with its handle on the surface;  rather than;  standing in vertical position with its handle leaning against vertical surface; for a vessel with contents to be sitting in its typical upright position;  with the contents at the bottom of the vessel;  a cooking pot with food in it;  although it is not essential that the vessel have contents	 walk	walk-2
541	2110	WARM (OF WEATHER)				
542	1453	WASH	sikitáani	 e g ;  clothing; wash;  a table surface;  or one’s hands	wash	wash-1
543	948	WATER	aaka	river; water; watery sap;  speaking of the sap of certain plants;  such as <[arikamɨ́ɨna](LX000510)> (‘cumala de altura’);  which is largely clear;  and non-viscous; honey	water	water-1
544	948	WATER	ipakanɨ́ɨna	small herbaceous plant;  formerly cultivated but now rarely seen;  used in treating <[ipákanɨ́ɨni](LX000920)> (‘vicio’);  a craving for soil and other substances that is brought on by severe anemia  The leaves were crushed;  their liquid extracted and filtered;  and added in small quantities to strong manioc beer or water;  which the afflicted person would drink regularly until cured	 and added in small quantities to strong manioc beer or water	andaddedinsmallquantitiestostrongmaniocbeerorwater-1
545	948	WATER	minikɨɨkɨ́ɨni	shake off one’s body;  shake one’s body to rid it of something clinging to its surface;  such as dust or water	 such as dust or water	suchasdustorwater-1
546	1212	WE				
547	1726	WET	pikana	wet	wet	wet-1
548	1236	WHAT	saakaa	what;  interrogative that questions the identity of an inanimate argument; something or anything	what	what-1
549	1238	WHEN	jɨɨ́tikari	when; when; however long;  for an indefinite;  and generally significant temporal duration	when	when-1
550	1238	WHEN	jɨɨ́tikari	when; when; however long;  for an indefinite;  and generally significant temporal duration	when	when-2
551	1237	WHERE	tɨɨ	be;  copular verb; where	where	where-1
552	1237	WHERE	tɨɨti	where; where; wherever;  any place;  this element is used to express indefinite locations;  to where	where	where-2
553	1237	WHERE	tɨɨti	where; where; wherever;  any place;  this element is used to express indefinite locations;  to where	where	where-3
554	1237	WHERE	tɨɨti	where; where; wherever;  any place;  this element is used to express indefinite locations;  to where	 to where	towhere-1
555	1237	WHERE	tɨɨtíira	to where;  to what destination;  interrogative that seeks information about the destination of some moving entity	to where	towhere-2
556	1335	WHITE	isíiku	 respectively;  in fact; ‘sarna’;  general term for a type of skin malady that can spread to cover much of the body and can last for many years;  causing significant itching  Until the introduction of antibiotics in the 1950s;  a significant number of Iquitos were afflicted by this condition;  mention of their particular susceptibility goes back to 18th century Jesuit chronicles  Iquitos distinguished three varieties of this condition;  based on whether it manifested as a black;  white;  or red coloration of the skin;  <[mɨɨ́nana isíiku](LX001916)>;  <[musútina isíiku](LX002035)>;  and <[aákusana isíiku](LX000062)>; person suffering from ‘sarna’	 white	white-1
557	1335	WHITE	kajíyaaki	 white; a variety of corn with black;  and yellow kernels	 white	white-2
558	1335	WHITE	musútina	 clear; white;  speaking of solid or opaque entities;  not turbid;  when speaking of water	white	white-3
559	1335	WHITE	nawánaati	 white; ‘huimba’;  or Kapok;  large softwood tree whose trunk can reach 2m in diameter  It produces large flowers that produce fruits with a soft;  woolly or cottony fiber that was traditionally used in preparing blowgun darts;  the fiber being wrapped around the butt of the dart to create the seal in the blowgun tube  The fiber of this tree is distinguished from the similar fiber of the <[mísiaa](LX001972)> (‘lupuna’) by its somewhat metallic sheen	 white	white-4
560	1335	WHITE	saasakíkwaa iíraana	‘toé’;  white;  and the latter;  plant with powerful hallucinogenic effects that was traditionally taken for shamanic purposes;  with the use of this plant;  shamans were reportedly able to cure illnesses and perform superhuman feats like flying to the heavens and other lands  The plant also was the means by which shamans obtained their powers to heal or cause harm through witchcraft;  via a vision in which the ‘madre’ of the plant presented the novice shaman with a set of colored threads suspended in the air;  with each corresponding to a different ability  The apprentice selected the one corresponding to the ability he wished to aquire;  which then entered his body through his mouth;  conferring the desired power  The last shamans who knew how to use this plant are believed to have died in the late 19th century;  so that what we now know about its use is largely due to legends  This plant is understood to be to be the ‘male’ counterpart of <[isúuna](LX001028)> (‘maricahua’);  the former having purple flowers	 white	white-5
561	1335	WHITE	sakina	 e g ; light-colored; white;  said of eyes that do not have dark brown irises;  of animals such as <[sajina](sajina)> (‘jergón’) snakes;  which have light brown irises;  or <[masiku](masiku)> (‘paucar’) birds;  which have light blue eyes;  as well as the eyes of some people of European heritage;  speaking specifically of the color of <[makina isíiku](LX001838)> (‘obero’ or ‘sarna blanca’);  a fungal skin condition that leaves white spots on the skin; ‘talludo’ or ‘caulla’;  said specifically of manioc tubers;  the undesirable quality of being hard yet watery;  such that they either require an extraordinarily long time to cook;  or are simply inedible  Manioc becomes hard in this way when left in the ground too long;  especially in sandy soil (<[jɨ́ɨka](LX001196)>)	white	white-6
562	1235	WHO	iipɨ	 being a general demonstrative;  it does not exhibit distance contrasts;  being usable for both speaker-proximal and speaker-distal referents;  that or which;  plural animate relative pronoun; plural animate definite article; general demonstrative with plural animate agreement; who	who	who-1
563	1235	WHO	kánɨɨka	who; someone;  interrogative used to question the identity of an animate argument	who	who-2
564	1235	WHO	paanáana	 who; ‘curandero’ or ‘vegetalista’;  practitioner of modern mestizo shamanism;  the <[paanáana](LX002405)> is now viewed as wholly benevolent;  as opposed to the traditional shaman or <[siimana](siimana)>;  while more powerful;  is a much more ambiguous figure who is capable both of impressive acts of healing and terrifying actions of vengeful destruction	 who	who-3
565	1235	WHO	siuusiuuwáasi	 i e ;  who; ‘chuchuhuasi’;  tree species whose yellow trunk grows to some 50cm in diameter;  and which produces long roots that lie only a few centimeters below the surface of the soil  These roots are used for medicinal purposes over much of Peruvian Amazonia;  including among the Iquitos;  in conjunction with a variety of relatively severe dietary restrictions;  use it to treat rheumatism and to cure being <[aájapana](LX000006)> (‘afase’);  unlucky in hunting	 who	who-4
566	1243	WIDE	parina	 e g ;  e g ; wide or broad;  speaking of relatively flat objects;  a plank or a piece of fabric;  or of spaces that can construed as two dimensional extensions;  a path or a river; width	wide or broad	wideorbroad-1
567	1199	WIFE	akumíini	take a woman as a romantic partner or wife;  said of men	take a woman as a romantic partner or wife	takeawomanasaromanticpartnerorwife-1
568	1199	WIFE	majáana	wife;  referential term	wife	wife-1
569	1199	WIFE	wíija	wife;  affectionate vocative term used by a man to address his wife	wife	wife-2
570	1199	WIFE	mɨɨ́saa	wife (plural)	wife (plural)	wifeplural-1
571	960	WIND	akíraja	wind or breeze	wind or breeze	windorbreeze-1
572	960	WIND	iyúuni	 e g ; wave or ripple;  a disturbance on the surface of water;  due;  to the wind;  or a passing watercraft	 to the wind	tothewind-1
573	960	WIND	tamakuutáani	 e g ; wind or wrap a rope repeatedly around an object;  which typically exhibits roughly cylindrcal symmetry;  wind or stringing a rope around a post to secure a boat;  or winding a string around a fish wrapped in leaves;  so that the fish can be transported without its wrapper coming loose	wind or wrap a rope repeatedly around an object	windorwraparoperepeatedlyaroundanobject-1
574	960	WIND	tamakuutáani	 e g ; wind or wrap a rope repeatedly around an object;  which typically exhibits roughly cylindrcal symmetry;  wind or stringing a rope around a post to secure a boat;  or winding a string around a fish wrapped in leaves;  so that the fish can be transported without its wrapper coming loose	 wind or stringing a rope around a post to secure a boat	windorstringingaropearoundaposttosecureaboat-1
575	1257	WING	iruúnaaja	 belly;  chest; White-Winged Swallow;  species of swallow;  reaching some 13cm in length;  that is usually found along rivers and lakes and is often seen perching on sticks and branches that emerge from the water  It has dark coloring;  between dark blue-green and black;  on its head;  back;  wings;  and tail;  while it throat;  and sides are white; ‘paña muda’;  species of piranha-like fish that reaches 20cm in length;  grayish in color;  it bears vertical stripes on its sides;  found primarily in oxbow lakes;  it is known for not making any sounds when hauled in with hook and line;  unlike most similar fish;  the characteristic from which derives its local Spanish name	 wings	wings-1
576	1257	WING	isukiáaja	 wings;  and tail; ‘victor día’;  ‘bienteveo’;  or Great Kiskadee;  bird species that reaches 22cm in length;  with yellow chest and belly;  brown back;  horizontal black and white striping on the head;  and a small yellow cap  This bird is commonly seen at forest edges;  and its distinctive call is frequently heard;  for which its Iquito name is an onomatopoeia;  this species name is sometimes applied loosely to other similarly colored large flycatchers;  such as the Lesser Kiskadee (Pitangus lictor)	 wings	wings-2
577	1257	WING	námaku	 be it of a bird; wing;  bat;  insect;  or aeroplane	wing	wing-1
578	1454	WIPE	pɨ́ɨni	wipe or clean oneself after defecating	wipe or clean oneself after defecating	wipeorcleanoneselfafterdefecating-1
579	1340	WITH	ániitáani	 e g ;  tumpline); carry something on one’s back in any manner;  with or without a <[tuuku](tuuku_2)> (‘pretina’	 with or without a <[tuuku](tuuku_2)> (‘pretina’	withorwithoutatuukutuuku2pretina-1
580	1340	WITH	=jata	with;  with; with;  in the company of; while;  used to indicate temporal overlap between eventualities;  indicates that something serves as an instrument or tool	with	with-1
581	1340	WITH	=jata	with;  with; with;  in the company of; while;  used to indicate temporal overlap between eventualities;  indicates that something serves as an instrument or tool	 with	with-2
582	1340	WITH	=jata	with;  with; with;  in the company of; while;  used to indicate temporal overlap between eventualities;  indicates that something serves as an instrument or tool	with	with-3
583	1340	WITH	muríyuukwáani	roar repeatedly;  said of jaguars; grunt deeply or roar repeatedly;  said of particular conventionalized vocalizations of Iquito men;  which were traditionally produced in two main contexts: 1) as an aggressive display;  at the beginning of a spear duel or in issuing a spear duel challenge;  in which case the man typically held his spear in both hands above his head and punctuated his rhythmic grunting by extending his arms above his head in sharp jabs;  and 2) at the birth of a male child;  when the father would carry out a similar performance;  with or without an actual spear	 with or without an actual spear	withorwithoutanactualspear-1
584	1340	WITH	pasiija	general term for several species of small woodcreepers;  a type of small bird that clings vertically to tree trunks and forages for invertebrates on and in the bark  They are reddish-brown;  with or without pale streaking on the throat;  and have proportionately long tails  Their color is said to resemble that of the crop of <[páasi](LX002424)> (‘huasaco’) fish;  from which derives the alternate name for this class of birds	 with or without pale streaking on the throat	withorwithoutpalestreakingonthethroat-1
585	1340	WITH	sikɨ́ɨni	 e g ; jump;  hop;  or leap;  with or without forward motion;  and with or without reaching a significant height off the ground; toss;  throw something away from one;  without necessarily intending to discard it; discard;  throw away;  or dispose of something unwanted;  spoiled fish;  a broken pot;  or old clothing; abandon someone;  leave someone behind; permantly leave or separate from a spouse	 with or without forward motion	withorwithoutforwardmotion-1
586	962	WOMAN	iitimɨra	woman (plural)	woman (plural)	womanplural-1
587	962	WOMAN	mɨɨsaji	woman;  adult human female; female	woman	woman-1
588	1219	WORM				
589	1226	YEAR	amáriyaana	‘pijuayo’ palm season; year	year	year-1
590	1226	YEAR	amariyaana	year; season in which <[amariyaaja](amariyaaja)> (‘pijuayo’ palm) fruits are ripe;  which peaks in February and March in Iquito territory;  measured from one <[amariyaaja](amariyaaja)> (‘pijuayo’ palm) season to the next	year	year-2
591	1424	YELLOW	ipaja	bile;  yellow or green digestive liquid that fluid contained in the gall bladders of animals and fish	 yellow or green digestive liquid that fluid contained in the gall bladders of animals and fish	yelloworgreendigestiveliquidthatfluidcontainedinthegallbladdersofanimalsandfish-1
592	1424	YELLOW	iyuukwana	‘tambor soga’;  a species of liana that grows in low-lying areas near waterways;  known for its long and strong vines that are valued for tying together rafts and ‘barbacoas’;  or timber platforms  It has round;  yellow;  edible fruits that resemble <[ikaja](ikaja)> (‘cocona’) fruits;  except that their skin has a wrinkled appearance;  the fruits contain three large seeds surrounded by sweet flesh	 yellow	yellow-1
593	1424	YELLOW	saki namijana	 green; having light-colored eyes;  including eyes that are colored blue;  or yellow;  said both of humans and animals with eyes of these colors	 or yellow	oryellow-1
594	1213	YOU	kiáaja	 used for information-structurally prominent functions such as topic and focus;  including verbal object function;  second person singular pronoun; you;  and in other contexts requiring a free pronoun	you	you-1
595	1213	YOU	kiaájaati	 you;  you’; species of legendary ‘chacruna’-type plant that looked like a ‘bijao’ and was;  according to oral tradition;  used to confound one’s enemies  The plant’s leaves were said to have been chewed;  some of its juice swallowed;  and the pulp rubbed on one’s body;  and if an attack on an enemy settlement planned;  on one’s spear  When the enemy was encountered;  the plant left them befuddled;  only able to say <[kiáaja](LX001515)>;  <[kiáaja](LX001515)>;  <[kiáaja](LX001515)> ‘you;  and leaving them open to attack	 you	you-2
